,Feature Id,Importances
192,f170,0.0
193,f171,0.0
194,f172,0.0
195,f173,0.0
196,f174,0.0
197,f176,0.0
198,f177,0.0
199,f178,0.0
200,f180,0.0
201,f181,0.0
202,f182,0.0
203,f183,0.0
204,f185,0.0
205,f186,0.0
206,f187,0.0
207,f189,0.0
208,f190,0.0
209,f193,0.0
210,f194,0.0
211,f196,0.0
212,f197,0.0
213,f198,0.0
214,f202,0.0
215,f203,0.0
216,f204,0.0
217,f205,0.0
218,f206,0.0
219,f207,0.0
220,f208,0.0
221,f209,0.0
222,f215,0.0
223,f216,0.0
224,f217,0.0
225,f218,0.0
226,f220,0.0
227,f221,0.0
228,f223,0.0
229,f224,0.0
230,f225,0.0
231,f226,0.0
232,f228,0.0
233,f229,0.0
234,f230,0.0
235,f232,0.0
236,f233,0.0
237,f234,0.0
238,f235,0.0
239,f236,0.0
240,f237,0.0
241,f239,0.0
242,f242,0.0
243,f243,0.0
244,f244,0.0
245,f245,0.0
246,f246,0.0
247,f247,0.0
248,f248,0.0
249,f249,0.0
250,f250,0.0
251,f251,0.0
252,f252,0.0
253,f253,0.0
254,f254,0.0
255,f255,0.0
256,f256,0.0
257,f257,0.0
258,f258,0.0
259,f259,0.0
260,f260,0.0
261,f261,0.0
262,f262,0.0
263,f263,0.0
264,f264,0.0
265,f265,0.0
266,f266,0.0
267,f267,0.0
268,f268,0.0
269,f269,0.0
270,f270,0.0
271,f271,0.0
272,f272,0.0
273,f273,0.0
274,f274,0.0
275,f275,0.0
276,f276,0.0
277,f277,0.0
278,f278,0.0
279,f279,0.0
280,f280,0.0
281,f281,0.0
282,f282,0.0
283,f283,0.0
284,f284,0.0
